id,name,type,price,shipping_price,description_length,reviews,product_images,product_videos,advertisement,date_listed,user_id,item_id,date_created,date_cart_transition,total_days_before_cart_creation,became_order
3832,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3832,9,2025-03-25,2025-03-25,67.0,1
3833,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3833,6,2025-03-27,2025-03-27,71.0,1
3834,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3834,2,2025-03-10,2025-03-10,40.0,1
3835,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,3835,14,2025-03-13,2025-03-13,60.0,0
3836,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,3836,8,2025-03-19,2025-03-26,55.0,0
3837,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,3837,13,2025-03-25,2025-03-25,65.0,0
3838,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3838,15,2025-03-23,2025-03-23,58.0,1
3839,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3839,5,2025-03-12,2025-03-12,47.0,1
3840,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3840,15,2025-04-03,2025-04-03,69.0,1
3841,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3841,3,2025-03-14,2025-03-21,64.0,0
3842,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3842,7,2025-03-19,2025-03-19,68.0,1
3843,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3843,6,2025-03-28,2025-03-28,72.0,1
3844,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3844,5,2025-03-23,2025-03-23,58.0,1
3845,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,3845,13,2025-03-14,2025-03-14,54.0,0
3846,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3846,9,2025-03-26,2025-03-26,68.0,1
3847,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3847,2,2025-03-18,2025-03-18,48.0,1
3848,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3848,6,2025-04-02,2025-04-02,77.0,1
3849,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3849,3,2025-03-11,2025-03-11,61.0,0
3850,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,3850,14,2025-03-19,2025-03-26,66.0,0
3851,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3851,9,2025-03-24,2025-03-24,66.0,1
3852,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,3852,12,2025-03-24,2025-03-24,65.0,1
3853,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3853,11,2025-03-30,2025-04-06,63.0,0
3854,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3854,6,2025-03-20,2025-03-20,64.0,1
3855,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3855,15,2025-03-20,2025-03-27,55.0,0
3856,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,3856,12,2025-03-17,2025-03-17,58.0,1
3857,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,3857,13,2025-03-24,2025-03-24,64.0,0
3858,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3858,7,2025-03-15,2025-03-15,64.0,1
3859,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3859,11,2025-03-21,2025-03-21,54.0,0
3860,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3860,10,2025-04-04,2025-04-11,82.0,0
3861,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,3861,13,2025-03-13,2025-03-13,53.0,1
3862,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3862,7,2025-03-21,2025-03-21,70.0,1
3863,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3863,9,2025-03-22,2025-03-22,64.0,1
3864,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3864,11,2025-03-09,2025-03-09,42.0,0
3865,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3865,10,2025-03-19,2025-03-26,66.0,0
3866,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3866,7,2025-04-04,2025-04-04,84.0,0
3867,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,3867,1,2025-03-20,2025-03-20,74.0,0
3868,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,3868,13,2025-03-26,2025-03-26,66.0,1
3869,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,3869,4,2025-03-14,2025-03-14,58.0,1
3870,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,3870,4,2025-03-18,2025-03-18,62.0,1
3871,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,3871,1,2025-03-28,2025-03-28,82.0,0
3872,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3872,9,2025-03-20,2025-03-20,62.0,1
3873,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3873,2,2025-03-29,2025-03-29,59.0,1
3874,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,3874,8,2025-03-18,2025-03-18,54.0,1
3875,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3875,5,2025-03-29,2025-03-29,64.0,1
3876,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3876,15,2025-03-21,2025-03-21,56.0,1
3877,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3877,5,2025-03-29,2025-03-29,64.0,1
3878,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,3878,12,2025-04-02,2025-04-02,74.0,1
3879,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3879,11,2025-03-27,2025-03-27,60.0,0
3880,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3880,5,2025-04-02,2025-04-02,68.0,1
3881,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3881,10,2025-03-30,2025-04-06,77.0,0
3882,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,3882,14,2025-03-26,2025-04-02,73.0,0
3883,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3883,5,2025-03-14,2025-03-14,49.0,1
3884,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3884,7,2025-03-21,2025-03-21,70.0,0
3885,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,3885,12,2025-04-03,2025-04-03,75.0,1
3886,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,3886,8,2025-03-31,2025-04-07,67.0,0
3887,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,3887,4,2025-03-31,2025-03-31,75.0,1
3888,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3888,15,2025-03-25,2025-03-25,60.0,0
3889,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,3889,4,2025-03-28,2025-03-28,72.0,1
3890,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3890,6,2025-03-30,2025-03-30,74.0,1
3891,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3891,2,2025-03-23,2025-03-23,53.0,1
3892,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,3892,8,2025-03-18,2025-03-18,54.0,1
3893,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3893,5,2025-03-22,2025-03-22,57.0,1
3894,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,3894,12,2025-03-08,2025-03-08,49.0,1
3895,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3895,11,2025-03-18,2025-03-18,51.0,0
3896,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,3896,12,2025-03-05,2025-03-05,46.0,1
3897,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3897,9,2025-04-01,2025-04-01,74.0,1
3898,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3898,6,2025-03-27,2025-03-27,71.0,1
3899,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3899,6,2025-03-23,2025-03-23,67.0,1
3900,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,3900,1,2025-04-04,2025-04-04,89.0,0
3901,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3901,10,2025-03-11,2025-03-18,58.0,0
3902,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3902,5,2025-03-15,2025-03-15,50.0,1
3903,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3903,2,2025-04-04,2025-04-04,65.0,1
3904,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3904,10,2025-03-19,2025-03-19,66.0,0
3905,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3905,3,2025-04-03,2025-04-03,84.0,0
3906,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3906,3,2025-03-28,2025-03-28,78.0,1
3907,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3907,5,2025-03-17,2025-03-17,52.0,1
3908,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,3908,14,2025-03-10,2025-03-17,57.0,0
3909,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,3909,1,2025-03-28,2025-03-28,82.0,0
3910,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3910,2,2025-03-30,2025-03-30,60.0,1
3911,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,3911,1,2025-04-02,2025-04-02,87.0,0
3912,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3912,11,2025-03-27,2025-03-27,60.0,0
3913,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,3913,1,2025-04-01,2025-04-01,86.0,0
3914,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,3914,1,2025-03-25,2025-03-25,79.0,0
3915,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3915,3,2025-03-16,2025-03-16,66.0,1
3916,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3916,3,2025-03-30,2025-03-30,80.0,0
3917,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3917,15,2025-03-25,2025-03-25,60.0,0
3918,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3918,10,2025-03-17,2025-03-24,64.0,0
3919,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3919,6,2025-03-29,2025-03-29,73.0,1
3920,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3920,5,2025-04-04,2025-04-04,70.0,1
3921,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3921,11,2025-03-16,2025-03-16,49.0,0
3922,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3922,2,2025-03-15,2025-03-15,45.0,1
3923,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3923,5,2025-04-05,2025-04-05,71.0,1
3924,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3924,7,2025-03-27,2025-03-27,76.0,1
3925,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3925,11,2025-03-25,2025-03-25,58.0,0
3926,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3926,5,2025-03-30,2025-03-30,65.0,1
3927,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3927,9,2025-03-24,2025-03-24,66.0,1
3928,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3928,11,2025-03-24,2025-03-31,57.0,0
3929,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,3929,4,2025-03-20,2025-03-20,64.0,1
3930,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,3930,12,2025-03-18,2025-03-18,59.0,1
3931,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3931,11,2025-03-21,2025-03-28,54.0,0
3932,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3932,2,2025-03-27,2025-03-27,57.0,1
3933,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3933,11,2025-03-13,2025-03-20,46.0,0
3934,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,3934,4,2025-04-05,2025-04-05,80.0,1
3935,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3935,10,2025-03-28,2025-03-28,75.0,0
3936,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3936,9,2025-03-24,2025-03-24,66.0,1
3937,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,3937,13,2025-03-29,2025-03-29,69.0,1
3938,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3938,9,2025-03-28,2025-03-28,70.0,1
3939,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3939,7,2025-03-27,2025-03-27,76.0,0
3940,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3940,15,2025-03-23,2025-03-23,58.0,0
3941,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3941,11,2025-03-09,2025-03-16,42.0,0
3942,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3942,10,2025-03-13,2025-03-13,60.0,0
3943,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,3943,8,2025-03-16,2025-03-16,52.0,1
3944,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,3944,12,2025-03-27,2025-03-27,68.0,1
3945,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3945,15,2025-03-25,2025-03-25,60.0,0
3946,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3946,6,2025-03-15,2025-03-15,59.0,1
3947,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,3947,1,2025-03-15,2025-03-22,69.0,0
3948,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3948,7,2025-03-27,2025-03-27,76.0,1
3949,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3949,7,2025-03-29,2025-03-29,78.0,0
3950,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3950,2,2025-03-20,2025-03-20,50.0,1
3951,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,3951,8,2025-03-15,2025-03-15,51.0,1
3952,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3952,5,2025-03-18,2025-03-18,53.0,1
3953,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3953,3,2025-03-23,2025-03-23,73.0,1
3954,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3954,3,2025-04-03,2025-04-03,84.0,0
3955,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3955,2,2025-03-30,2025-03-30,60.0,1
3956,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3956,10,2025-04-05,2025-04-05,83.0,0
3957,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3957,11,2025-03-07,2025-03-07,40.0,0
3958,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3958,10,2025-03-29,2025-04-05,76.0,0
3959,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3959,9,2025-03-21,2025-03-21,63.0,1
3960,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3960,3,2025-03-08,2025-03-08,58.0,1
3961,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3961,6,2025-03-20,2025-03-20,64.0,1
3962,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3962,2,2025-03-07,2025-03-07,37.0,1
3963,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3963,2,2025-03-08,2025-03-08,38.0,1
3964,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,3964,14,2025-03-09,2025-03-09,56.0,0
3965,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,3965,13,2025-03-20,2025-03-27,60.0,0
3966,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3966,6,2025-03-17,2025-03-17,61.0,1
3967,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,3967,8,2025-03-21,2025-03-21,57.0,0
3968,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3968,6,2025-03-22,2025-03-22,66.0,1
3969,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3969,15,2025-03-23,2025-03-23,58.0,1
3970,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3970,2,2025-03-22,2025-03-22,52.0,1
3971,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3971,5,2025-03-18,2025-03-18,53.0,1
3972,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3972,15,2025-03-18,2025-03-18,53.0,0
3973,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3973,10,2025-03-28,2025-03-28,75.0,0
3974,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3974,3,2025-03-07,2025-03-07,57.0,1
3975,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3975,15,2025-03-22,2025-03-22,57.0,1
3976,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3976,3,2025-03-23,2025-03-23,73.0,0
3977,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3977,9,2025-04-04,2025-04-04,77.0,1
3978,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,3978,3,2025-03-18,2025-03-18,68.0,1
3979,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3979,7,2025-03-22,2025-03-22,71.0,0
3980,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3980,7,2025-03-28,2025-03-28,77.0,0
3981,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,3981,4,2025-03-12,2025-03-12,56.0,1
3982,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3982,9,2025-03-15,2025-03-15,57.0,1
3983,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3983,11,2025-03-15,2025-03-15,48.0,0
3984,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,3984,15,2025-03-30,2025-03-30,65.0,1
3985,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,3985,1,2025-03-12,2025-03-19,66.0,0
3986,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,3986,4,2025-03-24,2025-03-24,68.0,1
3987,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3987,10,2025-04-03,2025-04-10,81.0,0
3988,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3988,5,2025-03-22,2025-03-22,57.0,1
3989,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,3989,9,2025-03-26,2025-03-26,68.0,1
3990,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,3990,13,2025-03-27,2025-04-03,67.0,0
3991,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,3991,6,2025-03-19,2025-03-19,63.0,1
3992,game,software,468.83,0,385,158,2,14,28296,2025-01-10,3992,7,2025-03-26,2025-04-02,75.0,0
3993,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,3993,11,2025-04-01,2025-04-08,65.0,0
3994,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3994,10,2025-03-08,2025-03-15,55.0,0
3995,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,3995,14,2025-03-18,2025-03-18,65.0,0
3996,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,3996,12,2025-03-17,2025-03-17,58.0,1
3997,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,3997,2,2025-03-15,2025-03-15,45.0,1
3998,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,3998,10,2025-03-24,2025-03-31,71.0,0
3999,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,3999,5,2025-03-22,2025-03-22,57.0,1
4000,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,4000,8,2025-03-25,2025-03-25,61.0,1
4001,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,4001,8,2025-03-28,2025-03-28,64.0,0
4002,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,4002,11,2025-03-31,2025-03-31,64.0,0
4003,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,4003,9,2025-03-20,2025-03-20,62.0,1
4004,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,4004,6,2025-03-29,2025-03-29,73.0,1
4005,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,4005,3,2025-03-22,2025-03-22,72.0,0
4006,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,4006,5,2025-03-09,2025-03-09,44.0,1
4007,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,4007,2,2025-03-24,2025-03-24,54.0,1
4008,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,4008,10,2025-03-23,2025-03-30,70.0,0
4009,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,4009,13,2025-03-20,2025-03-20,60.0,1
4010,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,4010,8,2025-03-19,2025-03-19,55.0,0
4011,game,software,468.83,0,385,158,2,14,28296,2025-01-10,4011,7,2025-03-20,2025-03-20,69.0,1
4012,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,4012,8,2025-03-30,2025-03-30,66.0,1
4013,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,4013,12,2025-03-24,2025-03-24,65.0,1
4014,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,4014,1,2025-03-15,2025-03-15,69.0,0
4015,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,4015,5,2025-03-11,2025-03-11,46.0,1
4016,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,4016,14,2025-03-20,2025-03-27,67.0,0
4017,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,4017,4,2025-03-16,2025-03-16,60.0,1
4018,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,4018,15,2025-04-02,2025-04-02,68.0,0
4019,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,4019,13,2025-03-25,2025-03-25,65.0,0
4020,game,software,468.83,0,385,158,2,14,28296,2025-01-10,4020,7,2025-03-26,2025-03-26,75.0,1
4021,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,4021,4,2025-03-07,2025-03-07,51.0,1
4022,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,4022,11,2025-03-17,2025-03-24,50.0,0
4023,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,4023,13,2025-03-05,2025-03-05,45.0,0
4024,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,4024,5,2025-03-11,2025-03-11,46.0,1
4025,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,4025,2,2025-03-23,2025-03-23,53.0,1
4026,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,4026,5,2025-04-03,2025-04-03,69.0,1
4027,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,4027,13,2025-03-30,2025-03-30,70.0,0
4028,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,4028,9,2025-03-21,2025-03-21,63.0,1
4029,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,4029,10,2025-04-02,2025-04-02,80.0,0
4030,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,4030,8,2025-03-12,2025-03-12,48.0,1
4031,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,4031,12,2025-03-22,2025-03-22,63.0,1
4032,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,4032,11,2025-03-22,2025-03-29,55.0,0
4033,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,4033,4,2025-04-04,2025-04-04,79.0,1
4034,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,4034,9,2025-03-21,2025-03-21,63.0,1
4035,game,software,468.83,0,385,158,2,14,28296,2025-01-10,4035,7,2025-03-24,2025-03-24,73.0,1
4036,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,4036,9,2025-03-23,2025-03-23,65.0,1
4037,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,4037,8,2025-03-12,2025-03-12,48.0,0
4038,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,4038,9,2025-03-29,2025-03-29,71.0,1
4039,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,4039,14,2025-03-29,2025-04-05,76.0,0
4040,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,4040,2,2025-03-27,2025-03-27,57.0,1
4041,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,4041,3,2025-03-15,2025-03-22,65.0,0
4042,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,4042,12,2025-03-13,2025-03-13,54.0,1
4043,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,4043,2,2025-04-03,2025-04-03,64.0,1
4044,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,4044,2,2025-03-22,2025-03-22,52.0,1
4045,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,4045,11,2025-03-31,2025-03-31,64.0,0
4046,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,4046,12,2025-03-24,2025-03-24,65.0,1
4047,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,4047,13,2025-03-08,2025-03-15,48.0,0
4048,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,4048,15,2025-03-11,2025-03-11,46.0,0
4049,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,4049,11,2025-03-26,2025-03-26,59.0,0
4050,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,4050,9,2025-03-12,2025-03-12,54.0,1
4051,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,4051,14,2025-03-18,2025-03-25,65.0,0
4052,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,4052,9,2025-03-31,2025-03-31,73.0,1
4053,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,4053,11,2025-03-11,2025-03-11,44.0,0
4054,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,4054,2,2025-03-09,2025-03-09,39.0,1
4055,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,4055,6,2025-03-21,2025-03-21,65.0,1
4056,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,4056,14,2025-03-30,2025-03-30,77.0,0
4057,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,4057,1,2025-03-22,2025-03-29,76.0,0
4058,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,4058,12,2025-03-23,2025-03-23,64.0,1
4059,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,4059,2,2025-03-20,2025-03-20,50.0,1
4060,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,4060,1,2025-03-28,2025-03-28,82.0,0
4061,game,software,468.83,0,385,158,2,14,28296,2025-01-10,4061,7,2025-03-30,2025-03-30,79.0,1
4062,game,software,468.83,0,385,158,2,14,28296,2025-01-10,4062,7,2025-04-02,2025-04-02,82.0,1
